      Z             R              Ez            Er            |E|           H 
    (cm)          (cm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
 -0.870000      5.000000E-02  9.589373E-01  1.520512E-01  9.709173E-01  1.345240E+01
 -0.885000      5.000000E-02  8.699475E-01  1.428573E-01  8.815991E-01  1.221976E+01
 -0.900000      5.000000E-02  7.869289E-01  1.328842E-01  7.980698E-01  1.106856E+01
 -0.915000      5.000000E-02  7.101509E-01  1.232338E-01  7.207640E-01  9.998416E+00
 -0.930000      5.000000E-02  6.393012E-01  1.136337E-01  6.493217E-01  9.011736E+00
 -0.945000      5.000000E-02  5.742796E-01  1.041843E-01  5.836535E-01  8.106234E+00
 -0.960000      5.000000E-02  5.154267E-01  9.504810E-02  5.241172E-01  7.274451E+00
 -0.975000      5.000000E-02  4.615078E-01  8.652953E-02  4.695496E-01  6.520621E+00
 -0.990000      5.000000E-02  4.126239E-01  7.843971E-02  4.200134E-01  5.837090E+00
 -1.00500      5.000000E-02  3.684465E-01  7.081210E-02  3.751895E-01  5.218836E+00
 -1.02000      5.000000E-02  3.291978E-01  6.387374E-02  3.353372E-01  4.656531E+00
 -1.03500      5.000000E-02  2.933948E-01  5.749633E-02  2.989755E-01  4.154911E+00
 -1.05000      5.000000E-02  2.612743E-01  5.159142E-02  2.663193E-01  3.704454E+00
 -1.06500      5.000000E-02  2.325040E-01  4.615273E-02  2.370405E-01  3.300420E+00
 -1.08000      5.000000E-02  2.072160E-01  4.136628E-02  2.113046E-01  2.935033E+00
 -1.09500      5.000000E-02  1.841945E-01  3.699461E-02  1.878729E-01  2.612060E+00
 -1.11000      5.000000E-02  1.636635E-01  3.300275E-02  1.669579E-01  2.323598E+00
 -1.12500      5.000000E-02  1.453652E-01  2.937270E-02  1.483031E-01  2.066074E+00
 -1.14000      5.000000E-02  1.293775E-01  2.623411E-02  1.320105E-01  1.833919E+00
 -1.15500      5.000000E-02  1.148367E-01  2.337671E-02  1.171919E-01  1.629767E+00
 -1.17000      5.000000E-02  1.019116E-01  2.078725E-02  1.040101E-01  1.447972E+00
 -1.18500      5.000000E-02  9.042355E-02  1.844870E-02  9.228636E-02  1.286093E+00
 -1.20000      5.000000E-02  8.041892E-02  1.644561E-02  8.208326E-02  1.140411E+00
 -1.21500      5.000000E-02  7.132398E-02  1.462535E-02  7.280804E-02  1.012665E+00
 -1.23000      5.000000E-02  6.325419E-02  1.298252E-02  6.457273E-02  8.990924E-01
 -1.24500      5.000000E-02  5.609221E-02  1.150438E-02  5.725982E-02  7.981036E-01
 -1.26000      5.000000E-02  4.986621E-02  1.024436E-02  5.090762E-02  7.073039E-01
 -1.27500      5.000000E-02  4.420758E-02  9.100747E-03  4.513462E-02  6.278061E-01
 -1.29000      5.000000E-02  3.919168E-02  8.070867E-03  4.001408E-02  5.571910E-01
 -1.30500      5.000000E-02  3.474362E-02  7.146082E-03  3.547092E-02  4.944474E-01
 -1.32000      5.000000E-02  3.088065E-02  6.359612E-03  3.152870E-02  4.380620E-01
 -1.33500      5.000000E-02  2.737005E-02  5.646450E-03  2.794641E-02  3.887365E-01
 -1.35000      5.000000E-02  2.425985E-02  5.004961E-03  2.477074E-02  3.449432E-01
 -1.36500      5.000000E-02  2.150295E-02  4.429544E-03  2.195445E-02  3.060476E-01
 -1.38000      5.000000E-02  1.910998E-02  3.940696E-03  1.951205E-02  2.711023E-01
